FID,Planet,planet_norm,Region,Sector,System,Grid,X,Y,arcgis_hash,deleted,Canon,Legends,zm,name0,name1,name2,lat,long,ref,status,CRegion,CRegion_li
2536,Chortose,chortose,Outer Rim,Rseik sector,Chortose system,N-20,0,0,115eadcbb561fba0469c4ffbcea3f0943f53f78b7878f7417113bae656e1d796,0,0,1,0, , , ,0,0, , , , 
2537,Chromovon,chromovon,Outer Rim,Nembus sector,Chromovon system,P-4,0,0,0e6d305e9e3a3a9ae6c0f27b7e66702e64de1afa4392b1f475be9b1ee2d6f070,0,0,1,0, , , ,0,0, , , , 
2538,Chrona,chrona,Inner Rim, ,Chrona system,O-8,0,0,b48d3b25372663a5c04ab88b731d52a8a3a695f792afbdad37196a180251bad2,0,1,1,0, , , ,0,0, , , , 
2539,Chrondre,chrondre,Mid Rim,Dufilvian sector, ,R-15,0,0,1be8487e501daea623e2f10b5a234c37d2aa48c0cfaf6ee1f5721787eeb3ccb4,0,0,1,0, , , ,0,0, , , , 
2540,Chule,chule,Outer Rim,Trax sector,Bissillirus system,Q-10,0,0,32b8f45b593dcd0a5294ef4674150322ca9c8edd7ed8f9bdbe111dc1647f6e71,0,0,1,0, , , ,0,0, , , , 
2541,Churba,churba,Mid Rim,Churba sector,Churba system,P-14,0,0,745c59be2dc74c6b962efdc71adda52a18f90d8dc1704b0ce31714c7ece6623b,0,0,1,0, , , ,0,0, , , , 
2542,Cianap,cianap, , , , ,0,0,ef157b1d3ccefddfa0ed799713317bfe81210f8d403ff2fbdfe4407893967853,0,1,0,0, , , ,0,0, ,mi, , 
2543,Cificap VIII,cificap viii, , ,Cificap system,Q-16,0,0,dc34326b5251aed73f94215bcc7c429328c6de2ce58bfbfde405f6a7e6856c81,0,0,1,0, , , ,0,0, , , , 
2544,Cinnatar,cinnatar,Outer Rim,Kalamith sector,Sorrus system,O-5,0,0,3f52534db8e6ff36f4434865623c90d82a85ee518399f57a44f03ec56fca77a0,0,0,1,0, , , ,0,0, , , , 
2545,Cirra,cirra,Expansion Region,Brak sector,Cirra system,O-14,0,0,1eb4de0b17e02433a3b34853cd2c9b13f9c04604cdf6169b348e792c380dcf46,0,0,1,0, , , ,0,0, , , , 
2546,Claer,claer,Colonies, , ,L-13,0,0,2a4713a422c3b6f06cde167b24b2d788c0093c5fadb6f46bebffa5f6807f0a49,0,0,1,0, , , ,0,0, , , , 
2547,Clariv,clariv, , , ,S-6,0,0,f796139edeacc3d729f108d33e00d9e70e845992cba2416d0c172fdbdf694f6a,0,0,1,0, , , ,0,0, , , , 
2548,Clascvoria,clascvoria,Core Worlds,Darpa sector,Ralltiir system,L-9,0,0,013250f36e8136255868cf93edc198e72c45b1caa47b96d93fa5c9236273cd61,0,0,1,0, , , ,0,0, , , , 
2549,Clendora,clendora, , , ,O-8,0,0,32cb4e8d740d38fc284d22cbd17c0b2237962be03308494b89267c340fbe3557,0,0,1,0, , , ,0,0, , , , 
2550,Clerion,clerion, , , ,O-8,0,0,f6f2a2c8cb13499f2d3ccb95d6a80ed80a0b0d768cd56bea2e403c5d3608a2c4,0,1,0,0, , , ,0,0, , , , 
2551,Cleroff's World,cleroff s world,Outer Rim, , , ,0,0,620c713105678b93a20c39e35be86e916d763283ad5450383cd35c99c1cd33fd,0,0,1,0, , , ,0,0, ,mi, , 
2552,Colavas,colavas,Mid Rim,Halla sector,Colavas system,S-9,0,0,7552c507738116e925651b78a3d7fe19f46358acca82ab7ac5bd78374dd8d40e,0,0,1,0, , , ,0,0, , , , 
2553,Colavas Minor,colavas minor,Mid Rim,Halla sector,Colavas system,S-9,0,0,a57c7be36edad8bfe3d5141230115f4153955ad2f5351342ee4bb1ac823a362f,0,0,1,0, , , ,0,0, , , , 
2554,Colavas Tertiary,colavas tertiary,Mid Rim,Halla sector,Colavas system,S-9,0,0,f68315e2f4571547df813b1cdd1229c9f343410210ddece6326cabb566d54f23,0,0,1,0, , , ,0,0, , , , 
2555,Colossus,colossus,Core Worlds, ,Belgaroth system,K-13,0,0,73d2c89475a35c2602189953c14d05061039c9e455adb6825d318ba2115f8681,0,0,1,0, , , ,0,0, , , , 
2556,Cols,cols,Mid Rim, , ,Q-10,0,0,030ae981d9c34384f8e3cdf76dc4b642335d4b4621eab4290778e320274fecd5,0,0,1,0, , , ,0,0, , , , 
2557,Colsa,colsa,Outer Rim,Corporate Sector,Dostra system,S-3,0,0,a4ea4945d0e05c1385cd949db030bd68209063137ac4360c8db53aab3fcd873f,0,0,1,0, , , ,0,0, , , , 
2558,Colsassa,colsassa,Outer Rim,Auril sector,Adega system,R-6,0,0,028ff648e015d12c5480ddf2174d9d4724f6892f0bb34ac69e49391668d521b9,0,0,1,0, , , ,0,0, , , , 
2559,Colstev,colstev, , ,Stewjon system, ,0,0,fbb1a7d8e9ab267f3485f20d7f0a44fccb46cf0f8833ed3f1b3bd90c0dac1332,0,0,1,0, , , ,0,0, , , , 
2560,Colunda Prime,colunda prime,Outer Rim,Colunda sector,Colunda Prime system,S-7,0,0,a104ad2764e51824ee568bffe4a8c81218c07cd27d67e5b047f7e0990f363b19,0,0,1,0, , , ,0,0, , , , 
2561,Conus,conus,Outer Rim,Arkanis sector,Geonosis system,R-16,0,0,e2e3292fa486a3783fd667349135111f15cc1b27db4876b566cc023c903efd9c,0,0,1,0, , , ,0,0, , , , 
2562,Coomputu,coomputu, , , ,L-18,0,0,884bed551f7163ce9c1a366d114f30aae23300655a0daa11a9a6b99a93993264,0,0,1,0, , , ,0,0, , , , 
2563,Coorimbus IV,coorimbus iv,Colonies,Tapani sector,Coorimbus system,L-13,0,0,b8146a60351a26c479ff4e1b68cb71c5d7384958cd9dd911ee43b8bcc68319be,0,0,1,0, , , ,0,0, , , , 
2564,Cor I,cor i,Colonies,Tapani sector,Cor I system,L-13,0,0,afa144d85a7050379945270300e0fa7e16c3b1ddeb7170e6a61f1dbf7d35c683,0,0,1,0, , , ,0,0, , , , 
2565,Cor II,cor ii,Colonies,Tapani sector,Cor I system,L-13,0,0,c00012ed0b419550e2fa4f4db111d70513c3b018ebe2df737d7816be7c3112ea,0,0,1,0, , , ,0,0, , , , 
2566,Cor III,cor iii,Colonies,Tapani sector,Cor I system,L-13,0,0,9aa19974e1d66ebd657e2756e5fd5b21a2dd96ac38a995a20dbc92111ad377a3,0,0,1,0, , , ,0,0, , , , 
2567,Cordes,cordes, , , ,N-9,0,0,873d93bf91e2884187938e3fe876508dfec00229259c60e6efbfdddf77f2c9bd,0,0,1,0, , , ,0,0, , , , 
2568,Corfai,corfai,Core Worlds,Corellian sector, ,M-11,0,0,ee9a651875a3d5972f4c9ff50efc95debe0222dab7982216d8fa8d36e101101d,0,0,1,0, , , ,0,0, , , , 
2569,Coriallis,coriallis,Core Worlds,Coruscant sector?, ,K-9,0,0,32df04bdc645876605f9eee965fc1aba57de865d490d5835db9e0997f9a86772,0,0,1,0, , , ,0,0, , , , 
2570,Corjain,corjain,Outer Rim,Kathol sector, ,M-21,0,0,4eb3375f5d69e45618e72b3de26561e750d264418b68f8a8020822031ea35db2,0,0,1,0, , , ,0,0, , , , 
2571,Corlax 4,corlax 4, , ,Corlax system,S-6,0,0,5448a482a61732524148bd151e672569db507ba624536db72a4981257f5bf494,0,0,1,0, , , ,0,0, , , , 
2572,Coronar,coronar,Outer Rim,Paradise sector, ,L-9,0,0,cb4f7bd07184c9d8647b2f028f877508e87f9e27a6eccb7ffc22c1ec8f2df6b6,0,0,1,0, , , ,0,0, , , , 
2573,Corri,corri, , , , ,0,0,b142fcf58b23692c35f014205be4c14a164b9a1649290c58bb858bd5b8c45d1e,0,0,1,0, , , ,0,0, , , , 
2574,Corrida,corrida, , , , ,0,0,e27d654b24df7065a698ae9d556f95f3a37b975c1c8b764404a2ffcd59862025,0,0,1,0, , , ,0,0, , , , 
2575,Corstris,corstris,Outer Rim,Quelii sector, ,O-6,0,0,afd69603910284d17f73a04f079df45d2a3d034d16ddd1e433e54942a56a7aa9,0,0,1,0, , , ,0,0, , , , 
2576,Cortella,cortella,Core Worlds, , ,K-9,0,0,9b4f60425cd714b155c86ab4ecaf7e9bb8f94d639d3a4a2937ab97eaf0a16614,0,0,1,0, , , ,0,0, , , , 
2577,Coruschal,coruschal,Core Worlds, ,Coruschal system,K-10,0,0,803d353ae81ec2883b7f0cb94dd33cbfca3dd7b752aa1085fdf75e85e2caf325,0,0,1,0, , , ,0,0, , , , 
2578,Coruscul,coruscul,Core Worlds, ,Coruscul system,L-10,0,0,9e7ec936f34dfe911ada0f0b423719df4b2739cbd28ac2f9e2d3bec9f8146d72,0,0,1,0, , , ,0,0, , , , 
2579,Corutarn,corutarn,Core Worlds, ,Corutarn system,M-10,0,0,12f49e9f4f5719fe8cea33eedbf8a0489b6f8a04a68ac8ca68a2aa994cbb38bd,0,0,1,0, , , ,0,0, , , , 
2580,Corva,corva,Outer Rim,Corva sector,Galaanus system,P-4,0,0,7f212340050fc8c699042002d45d0309ffd91cb76d6c2ed40ba17f53d1f1d70f,0,0,1,0, , , ,0,0, , , , 
2581,Cos Secundu,cos secundu,Deep Core,Cosian Space, ,N-5,0,0,cb739dd82d3c64b7aabb42f91ef37e0de1213f93cca37dc2543b0b576f89d505,0,1,0,0, , , ,0,0, , , , 
2582,Cosia,cosia,Deep Core,Cosian Space,Cosia system,M-11,0,0,cd36b74649c3bdc60de6fee139e15d2e4c1696fbbf05b5e457f99d7946299800,0,1,1,0, , , ,0,0, , , , 
2583,Courkrus,courkrus,Outer Rim,Auril sector,Khuiumin system,O-18,0,0,9acbd353e27f72e04f2ed08af007e7640da5184134a267edc4fd019a3d09f66e,0,0,1,0, , , ,0,0, , , , 
2584,Courtsilius,courtsilius,Core Worlds, ,Hosnian system,O-18,0,0,57ce5dabe0a71ba5c9978a2624394a9a6c4f167950ef54487aa6d36997138f19,0,1,0,0, , , ,0,0, , , , 
2585,Coyerti,coyerti,Mid Rim, , , ,0,0,de1e7fbc0f4532ac056bec664e78f5e1a4eb247b7f0dabdb2d051db6f406e77e,0,1,0,0, , , ,0,0, , , , 
2586,Coyn,coyn,Outer Rim,Elrood sector,Coyn system,M-20,0,0,cdf51891c9ebd379950cecf6370bdb906e6849f4d91b2dc673bed03eb343bd02,0,0,1,0, , , ,0,0, , , , 
2587,Crella,crella,Colonies,Tapani sector,Crella system,L-13,0,0,26e6eb2a859666f3dc7b809a8fdc9d14ea297b97ae03332be5be792b4c921679,0,0,1,0, , , ,0,0, , , , 
2588,Cridark II,cridark ii,Expansion Region,Baroli Sector,Cridark system,N-15,3684.45,-7560.98,b92a610baef9723ec23d11b0f47880768721f39723fd1c919b63da823b82b842,0,0,1,3, , , ,-56.0128685488,33.097990479, , ,Trailing Sectors,https://starwars.fandom.com/wiki/Trailing_Sectors
2589,Crollia,crollia,Core Worlds,Corellian sector,Corellian system,M-11,0,0,c36cca781cb64598f5554de69e0af792a313e83a9f57490e543d742b2ef4083b,0,0,1,0, , , ,0,0, , , , 
2590,Crucival,crucival,Outer Rim,Tion Hegemony, ,M-11,0,0,cdc485d27937db5db1aaa486056682d855ab45148142fffce279dc26b70a1ebf,0,1,0,0, , , ,0,0, , , , 
2591,Crul,crul,Mid Rim, , ,M-11,0,0,fc520accb1a01998f03c28ec74f2772100101d4ad28fb51e0f162c84236e3261,0,1,0,0, , , ,0,0, , , , 
2592,Crytal Nest,crytal nest,Wild Space, , ,H-20,-4644.41,-16266.9,32858a3391c6ebcc26f56b863b7b49e73045be72bcbabb111322dea8d85406d1,0,0,1,2, , , ,-81.0743071913,-41.7214120582, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
2593,Cuirilla,cuirilla,Expansion Region,Mbandamonte Sector,Cuirilla system,N-15,4200.39,-8497.6,4ea18bae7f704b87176243a8513838d91dd72398b4e6603a83b7a42f11c27608,0,0,1,3, , , ,-60.4366643689,37.7327451677, , ,Trailing Sectors,https://starwars.fandom.com/wiki/Trailing_Sectors
2594,Cujicor,cujicor,Outer Rim,Pakuuni sector,Cujicor system,T-5,0,0,805e2022ece0945abcc5f7560d5e3b32d65e197ce36b778d14519f9815a30071,0,0,1,0, , , ,0,0, , , , 
2595,Culroon III,culroon iii,Wild Space, ,Culroon system,P-20,0,0,3de43d33c2a7e5724f4a501e21ec2760721604a77e509666784a96200269d091,0,1,1,0, , , ,0,0, , , , 
2596,Cuthbern,cuthbern,Outer Rim,Wazta Sector,Cuthbern system,J-18,-2086.99,-12590.79,2f09e1c4b52b22a5f294c24ae1ab66afb5f24425276697967284d84fda290859,0,0,1,3, , , ,-74.1852528598,-18.7477405981, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
2597,Cygnus B,cygnus b,Mid Rim,Esaga Sector,Cygnus B system,R-11,0,0,bd357b00f8f9a8b6254a1d242b5ffd1a3ba3957dea42514cf80d7bcc074ebea1,0,0,1,0, , , ,0,0, , , , 
2598,Cyrkon,cyrkon,Outer Rim,Hutt Space, ,O-12,0,0,6cfc4c6f27744b963d91828aaa43c827df22a20c275da2c65f6e7250a1f1814b,0,1,0,0, , , ,0,0, , , , 
2599,Czerialus,czerialus, , , ,O-12,0,0,f505abf71ff096110170a7ea5a310da3333f2155daac3ef87ffbd606fc5d56b5,0,1,0,0, , , ,0,0, , , , 
2600,D'Pur,d pur,Core Worlds,Farlax sector,N'zoth system, ,0,0,62287621e56432f81f6ba654ac7264e64cef4d3db49e0a406a36683558f9f224,0,0,1,0, , , ,0,0, ,in other system, , 
2601,D'Skar,d skar,Outer Rim,Elrood Sector,Coyn system,M-20,2239.02,-15220.17,4786f212f917a313b8eb8a4ea26a7408174297a8213f82536058f9f49bac15af,0,0,1,3, , , ,-79.4906906779,20.1134568057, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
2602,D'vouran,d vouran,Various,Various,Various, ,0,0,f51dd2bcf9deae15386ef053c030f1961859fcc791f30a52349381ed487ea5e1,0,0,1,0, , , ,0,0, ,mi, , 
2603,Dadrus,dadrus,Outer Rim,Meerian Sector,Marcellus system,N-6,4334.45,4559.97,6c128f190fb8b171ff659b81d98fed25a61e79ad0b4e86da679cb94a680b8889,0,0,1,2, , , ,37.8621130829,38.9370732655, , ,New Territories,https://starwars.fandom.com/wiki/New_Territories
2604,Dagro,dagro,Mid Rim,Esuain Sector, ,P-7,6797.54,3801.59,2cc8b6064f6f59980d06a2b2d4d31213ab753be153cb61f44cdccd597cfb53fb,0,0,1,2, , , ,32.2911826066,61.0633624387, , ,New Territories,https://starwars.fandom.com/wiki/New_Territories
2605,Dagu,dagu,Outer Rim,Instrop Sector, ,S-16,11747.16,-10078.19,9ff781dd4f497d94fd6cadd238cd86cf59e8bce00062721b1309858b8b320cfa,0,0,1,2, , , ,-66.7251292741,105.526489903, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
2606,Dahvil,dahvil,Outer Rim,Rayter Sector, ,J-19,-2720.63,-13664.28,705cc0eda42df26b1c3e1c8c4ddd2d9ee8b682b9dec759b79f44e7de9dabcd4f,0,0,1,2, , , ,-76.6108189802,-24.4398220474, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
2607,Daimla,daimla,Outer Rim,Kallea Sector, ,K-21,-1414.77,-16565.39,c05d1edc34956c027f7d74813e972ce48e14a577770560caffe46ab4c81b3c00,0,0,1,2, , , ,-81.4808629672,-12.7090677869, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
2608,Dakot 7,dakot 7,Outer Rim,Mortex Sector,Dakot system,R-5,10440.96,7418.74,e34e90a144a02447598d0e0a730fc27658469cd8d88483d25bb5cfa4e2aebbd9,0,0,1,3, , , ,55.291953264,93.7927462882, , ,New Territories,https://starwars.fandom.com/wiki/New_Territories
2609,Dakuyl,dakuyl,Outer Rim,Stensen Sector,Verkuyl system,H-17,-4591.19,-10862.65,1eadae1f932780253ac049a6079cd8b14e9d66e22db32331a7396cbb69d67381,0,0,1,3, , , ,-69.3571821649,-41.2433271989, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
2610,Dalastine,dalastine,Inner Rim, , ,L-14,626.97,-7381.03,cd28fcc42fd7bf03ca8758e1154253068b8adf5cac33118b854938b02a3103a7,0,0,1,2, , , ,-55.0986338509,5.63215389715, , ,Trailing Sectors,https://starwars.fandom.com/wiki/Trailing_Sectors
2611,Dalicron-4,dalicron 4,Outer Rim,Dalicron Sector, ,K-19,-240.68,-13955.65,2ae1d0d1b11a8ade26d8a2431acd47c9bac4a7d29dab58e7179756150f62fe80,0,0,1,2, , , ,-77.2036447594,-2.16202987442, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
2612,Dallenor,dallenor,Mid Rim, , , ,0,0,b195e96578607b872aba773392e21eea48ff1084cddbd0b9c673693d5727c736,0,1,0,0, , , ,0,0, ,mi, , 
2613,Dalos IV,dalos iv,Outer Rim,Nilgaard Sector, ,S-5,11850.04,6726.05,1a2ec8fb50421dc1a9497ed77ba7f1e4a88441cd18ad30f0dbaaf54558336247,0,0,1,3, , , ,51.5884634306,106.450730502, , ,New Territories,https://starwars.fandom.com/wiki/New_Territories
2614,Daltar,daltar,Inner Rim,Orus sector, , ,0,0,fb628f2b312c0c7faed41f5eb819de0fdd3bf6a6b10ddadd865354571bc50c67,0,0,1,0, , , ,0,0, ,doesn't exist?, , 
2615,Daluba,daluba,Outer Rim,Esstran Sector, ,P-5,7171.68,7303.31,fe7a3167e0f85a76d4eb9222558313a5b0430f65dfa26224e9893e9a787df27b,0,0,1,2, , , ,54.6971574362,64.4243023373, , ,New Territories,https://starwars.fandom.com/wiki/New_Territories
2616,Daminia,daminia,Mid Rim,Perkell Sector, ,Q-7,8490.77,4022.52,c93345af15c9c4834d14e7664cea7a655dc9a918c0444f7e43d2174ee4f365cf,0,0,1,3, , , ,33.9532128096,76.2738964614, , ,New Territories,https://starwars.fandom.com/wiki/New_Territories
2617,Damonite Yors-B,damonite yors b,Outer Rim,Meridian Sector, ,R-7,9320.32,4353.78,a1b932e87a0f20819ca9281408c07833e556c2da93f1fa7678315a8aecffd4d1,0,0,1,3, , , ,36.385386608,83.7258214252, , ,New Territories,https://starwars.fandom.com/wiki/New_Territories
2618,Damualer Triac,damualer triac,Inner Rim,Airon Sector, ,O-10,4754.43,-959.82,930709c592520a45e230935e6ca5a4a0e70c43b470bfc3b4ccc1efa5101ee458,0,0,1,3, , , ,-8.58980529071,42.7098111177, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
2619,Danadine,danadine,Outer Rim,Dail Sector, ,Q-18,7614.67,-13090.32,aca5788ff70f8dddba2430c75feb302a4ff2e1841cbb42968cdaba3cae45ae72,0,0,1,2, , , ,-75.3631659334,68.4037264808, , ,Trailing Sectors,https://starwars.fandom.com/wiki/Trailing_Sectors
2620,Danalbeth,danalbeth,Mid Rim,Teraab Sector, ,P-11,7383.02,-1882.89,3eac03bebbdf1ccd560fb4c2b51f17134c91065385ab7b43015efb0a60684832,0,0,1,3, , , ,-16.6738313468,66.322769161, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
2621,Danar,danar,Expansion Region,Baroli Sector,Vernet system,N-14,3299.55,-7156.8,8817f6b38edad0d2e4d4a1b4ebc415d3211f5e984385171728cdc613bbf18fc5,0,0,1,3, , , ,-53.9294045876,29.6403257919, , ,Trailing Sectors,https://starwars.fandom.com/wiki/Trailing_Sectors
2622,Danchian Prime,danchian prime,Outer Rim,Dail Sector, ,Q-18,7602.76,-12661.7,16fa7ca79ae369c0920ccdd09636356e63586292675d80f85224b0b67ac1983e,0,0,1,3, , , ,-74.3579219986,68.2967706034, , ,Trailing Sectors,https://starwars.fandom.com/wiki/Trailing_Sectors
2623,Dancreti,dancreti,Inner Rim, , ,N-14,3265.15,-6861.79,4c52a2a8b011710ec33a9d86f82a8b09470bfd463590d59cc48faea2464e6824,0,0,1,3, , , ,-52.3397247365,29.3313421462, , ,Trailing Sectors,https://starwars.fandom.com/wiki/Trailing_Sectors
2624,Dandalas,dandalas,Core Worlds,Farlax sector, , ,0,0,92558edb5226f02d880dd61fdd87c3423089669d1f9e9c3e7ba2e32d801a974e,0,0,1,0, , , ,0,0, , , , 
2625,Dandelo,dandelo,Outer Rim,Tammuz Sector,Dandelo system,T-14,13302.98,-7223.61,ff12e2ccca67e2dddf39c479e7c84bb513846a3e319be82dd81dfdc2a9441191,0,0,1,2, , , ,-54.2812629422,119.502705032, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
2626,Dandoran,dandoran,Outer Rim,Hutt Space,Doran system, ,0,0,af451208efc3a9d0b029b024a037a568af8126879dff76008a2684e90524b992,0,1,0,0, , , ,0,0, ,mi, , 
2627,Dandrian,dandrian,Outer Rim,Belderone Sector,Dandrian system,R-6,10254.83,4585.95,843fc18de252440de0aa133f48e36d48f8942943e94e0dcf2488061613240ddb,0,0,1,3, , , ,38.0461882059,92.120669405, , ,New Territories,https://starwars.fandom.com/wiki/New_Territories
2628,Danoor,danoor,Outer Rim,Kathol Sector,Nah'Malis system,M-21,2741.13,-17026.76,c175d6544a4c73b2c9ff73ac621715fa4e4cb4de38d1e04ceac133651535e27d,0,0,1,3, , , ,-82.0733767162,24.6240238369, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
2629,Danton VI,danton vi, , ,Trebodar system, ,0,0,83f7083023688edfd890bc414e4058d07044f7c8a4b0963614b8a83119752622,0,0,1,0, , , ,0,0, ,mi, , 
2630,Danzer,danzer,Core Worlds,Darpa sector,Essesia system, ,0,0,e388bae35be2c96743bee4e5f894b4458f0ca060b0482b7514f8ddf6a68ff0b7,0,0,1,0, , , ,0,0, , , , 
2631,Dar,dar,Outer Rim,Elrood Sector,Derilyn system,M-19,2259.19,-14902.79,a57ae08d5b05566881c6df594b6760d84204393b0f5a86d2c8b1c3a36699b92d,0,0,1,2, , , ,-78.9577510944,20.2946875978, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
2632,Dar'Or,dar or,Outer Rim,Jospro Sector,Dar'Or system,R-7,10232.47,3830.96,0c30f1612ecbc35653903446e9bee9a2c5647c2825bc3252ea2f9684fdafa60b,0,0,1,2, , , ,32.513930436,91.919830035, , ,New Territories,https://starwars.fandom.com/wiki/New_Territories
2633,Darepp,darepp,Colonies, , ,M-13,2483.16,-5254.96,1604a0b821a8e96bc1ce7dd4d3b00ead50356d910fe87ff5844ae07743c5dce2,0,0,1,2, , , ,-42.6243049714,22.306646492, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
2634,Dargul,dargul,Mid Rim,Mulgard Sector,Darglum system,N-16,4125.38,-10234.52,f71d2c9062634b333f724704e1025909c083b93db68f1cf2bb5072f0bb0915b9,0,0,1,2, , , ,-67.2738416599,37.0589042898, , ,Trailing Sectors,https://starwars.fandom.com/wiki/Trailing_Sectors
2635,Darkon III,darkon iii,Mid Rim,Chaarna Sector, ,J-7,-1940.77,3804.57,65c8d8cdd8ec86a6e2867ca531f3f6d9798840c634319144db91b5052f8d1abb,0,0,1,2, , , ,32.313783417,-17.4342120762, , ,New Territories,https://starwars.fandom.com/wiki/New_Territories
2636,Darlon,darlon,Mid Rim,Eucer Sector, ,R-7,9078.82,3533.37,8e329857c3bfe20f44d5a02a6a789f003fea5fbf681cdfd028660b28f232974a,0,0,1,3, , , ,30.2317336913,81.5563997113, , ,New Territories,https://starwars.fandom.com/wiki/New_Territories
2637,Daroon,daroon,Expansion Region,Harron Sector, ,O-11,5326.99,-2899.02,136dec10900ac3585d44c3e259ff0f85909fd738e92021d4cb90bd145b0b0643,0,0,1,3, , , ,-25.1893843697,47.8532004237, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
2638,Darsie,darsie,Colonies, , ,L-9,307.81,1271.56,790c971976358d1e879662ccc737f39a2fba5c9a2d0646add6ccc4dced3a2265,0,0,1,3, , , ,11.3477034274,2.76514218316, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
2639,Darstell 4,darstell 4,Outer Rim,Elrood Sector, ,M-20,2585.95,-15089.99,5301682937c026d9e5a7a03a50d775a6ba58f86bce88f4788febda6b6ebcea71,0,0,1,3, , , ,-79.275233284,23.230032234, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
2640,Daslkehnt,daslkehnt,Outer Rim,Pelgrin Sector, ,R-17,9592.84,-11955.65,0a29c5aac50ca741950335b66e482e1e94266af05a3ad1efcc85f8162666c610,0,0,1,2, , , ,-72.5536122852,86.1739226198, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
2641,Daver Kuat,daver kuat,Core Worlds,Kuat sector,Kuat system, ,0,0,def2a35f48622130cde3fc75e5abeec69ea5f7be52541686fdc62effecf1b11f,0,0,1,0, , , ,0,0, , , , 
2642,Davnar II,davnar ii,Core Worlds,Kanchen Sector,Davnar system,K-9,-1067.9,625.78,eb5549674962293eb4225f89ab29e75091600285d2ef5c862bdef56134ee81e3,0,0,1,3, , , ,5.61246111827,-9.59308655825, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
2643,Daxam IV,daxam iv,Outer Rim, , , ,0,0,09de5288cd8af5e7c398a640939551d5e0bb37fe7bb4812baabee3c4d2d80213,0,1,0,0, , , ,0,0, ,mi, , 
2644,Daxan Beta,daxan beta, , , , ,0,0,92c557bfb20df4b6c6d3aceb4e73e16e4a17f37f2489e81f8f5f0d21e357b8a0,0,1,0,0, , , ,0,0, ,mi, , 
2645,Dborian,dborian,Expansion Region, ,Lazerian system, ,0,0,251393711825d9d72f9de1cb9dd238c01988455b00752943803a5e1f111570ce,0,0,1,0, , , ,0,0, ,in other system, , 
2646,De'nel,de nel,Expansion Region,Brak Sector,De'nel system,O-14,5579.08,-7151.84,a9b3670bcfb9933ab230be04f11d2f8f2b41f1bf6e5a2543176aecbba95ccabd,0,0,1,3, , , ,-53.9031573162,50.1176940286, , ,The Slice,https://starwars.fandom.com/wiki/The_Slice
2647,Dega,dega,Outer Rim,Elrood sector,Dega system, ,0,0,4771d64a1fd05b39555d9f09b497b1ec2a878a51538d97f961a13f4b9489db33,0,0,1,0, , , ,0,0, , , , 
2648,DeGerrillion,degerrillion, , , , ,0,0,3841c1990422db887cfccf8ab4c59293bb033c317134e6dc3087cbca946a91b5,0,0,1,0, , , ,0,0, , , , 
2649,Deko Neimoidia,deko neimoidia,Colonies, , , ,0,0,305f8da74a9d1619842a52f9b3f1ce6b2e5b7e903f481eab5184385406ff0901,0,0,1,0, , , ,0,0, , , , 
2650,Delanoth,delanoth,Deep Core, ,Prakith system, ,0,0,6dbdd413c3da4dc62340ac57bd5364107214e0657104ef8c1fb86656ab9daa94,0,0,1,0, , , ,0,0, , , , 
2651,Delantine,delantine, , ,Delantine system, ,0,0,f1bf5445297da87e499dc1f34c888f588ec25cb5a2a94684649b1efac3aa3bd5,0,0,1,0, , , ,0,0, , , , 
2652,Delari Prime,delari prime,Outer Rim,Corva sector,Delari system, ,0,0,07b83ec44ba9664a96ac2bf68262cb3696d600efd20fb7a4ecb12bbc4e865c9c,0,0,1,0, , , ,0,0, , , , 
2653,Delassin VI,delassin vi,Outer Rim,Hutt Space,Delassin system, ,0,0,b1fc83e080f09164f15058f314407d90dab0ace9ad889f0700b32c96a659291b,0,0,1,0, , , ,0,0, , , , 
2654,Delaya,delaya,Core Worlds,Alderaan sector,Alderaan system, ,0,0,df4c8b084d85f85201083afdb2318cd4cb76d17041488c62c4ce2a2b938ff472,0,0,1,0, , , ,0,0, , , , 
2655,Delderaan,delderaan, , , , ,0,0,7ebd9dc7114db09065c7cd14d8bbdbadf738fb464a6d06b2eab2589550f4c269,0,0,1,0, , , ,0,0, , , , 
